IID,projection
3010917,12.794193133073287
5504728,12.47356236079979
2962856,11.744500326635187
2693017,11.728792431222903
5961787,11.494687953306297
4961864,11.349699703300155
1294789,10.880080167315379
3551880,10.711760386388184
1778623,10.562048615138815
4809343,10.506082584172438
4443706,10.476945309194114
2398123,10.413768730506991
4643762,10.255276847300971
5951697,10.160872112359092
5849407,10.124257600030589
4198977,10.1193789228603
2895129,10.108508052273036
5432482,10.035392442191116
2251235,9.996996127924309
1789943,9.937919206269411
2402368,9.917781081631418
4851531,9.908960886289226
3073025,9.768830614797015
1992911,9.763103975751296
4097116,9.726745390268468
1288687,9.637228499983117
3727769,9.589096599796287
1567676,9.580946554701363
2453556,9.575502215773398
5784669,9.540613178794636
1041212,9.514801107032678
2533857,9.426961658625848
5249877,9.400075365367142
5857163,9.396946948090529
2877378,9.348703105719455
1342448,9.339695550985093
2549162,9.328678161398082
1255653,9.313609307031806
3647639,9.304388697681711
1588573,9.29486240448241
5572376,9.27394061030921
2773746,9.272887650787787
4455914,9.26892961995288
5162466,9.26764083661286
2527510,9.247870210727033
5711196,9.213210705392195
3589285,9.206231590373807
5519409,9.201023800387443
5474133,9.188703161040157
4448468,9.1823733947031
3768473,9.179268833730399
4366528,9.16975992701178
4597172,9.164169614010302
4792187,9.162865555573115
3064195,9.129018210856804
1310869,9.109722602827917
2231296,9.09916305947844
2675733,9.090556304933875
5927898,9.052747695844166
2784328,9.041173377100979
1960110,9.02049688210255
6004084,8.996998172199165
1619191,8.993173466281398
4586941,8.965180816840052
5105179,8.941061670141304
5532602,8.922435689550474
2302082,8.921663424116664
1712306,8.915855410228524
2587816,8.899475022940953
4690988,8.897025530973888
5919680,8.87231113147934
1108444,8.863587470343536
1957737,8.857972708856925
2829033,8.810297487052663
4963037,8.799620412808332
4042669,8.786070266089668
4822207,8.778002766228733
4071195,8.769086047839915
3388184,8.757461010068335
3575734,8.741473359357979
4206720,8.740563413093312
5539920,8.737677276499582
2876121,8.667447647783344
1499121,8.625007685864626
1136418,8.623787472986626
5816600,8.616648933953332
1352501,8.578945525830074
1627498,8.572295540006905
3979396,8.570607080332655
5550346,8.545866452902375
4808721,8.53716369277126
2258670,8.529236721754357
1483904,8.526305079492841
3108241,8.519604782212822
2497711,8.508162632154672
2050227,8.500982820765806
2087447,8.49588551592502
3530285,8.469273740075092
1792049,8.46269946178509
4899126,8.437425196394088
3330605,8.422557815448013
4650249,8.412832961534741
5056161,8.411513195828356
3671398,8.388288774866401
1782740,8.38548533503089
3207001,8.380231093011636
5929292,8.377235741082194
2354082,8.370345498332322
1063853,8.352802050330109
3319443,8.349395506769506
2531990,8.344142927689175
2118136,8.334631239595051
2121574,8.325012744735883
5135961,8.309097767778638
4467411,8.303898115043879
1617563,8.297787337233201
1665863,8.285145942236174
5348579,8.282631843012272
2902663,8.27305913606134
2055824,8.268976856214517
1055937,8.247890647767685
5324253,8.21799916421397
1777728,8.20548274793841
4079736,8.201853546336705
3685065,8.198176866140516
2905800,8.19610716000341
5256775,8.195427073660676
2276222,8.187724771644321
3268534,8.172616472995497
4284717,8.172594434280102
3177712,8.170207644110992
2097834,8.140620486988214
4788843,8.139831168566788
1587673,8.104199443640837
5809538,8.099368606257684
2260778,8.098680114843345
3104338,8.096543917945255
3812326,8.09496088601346
1417295,8.093138422392999
3096886,8.089686252925409
3079780,8.073013660670156
5227377,8.071256317834019
3651833,8.06897014567491
1169979,8.067886431163613
1022868,8.0630279071721
2964523,8.050113936596786
2265827,8.049536120799305
5510925,8.040547738709723
3641469,8.026987065283755
2915754,8.02641524759366
5453396,8.024575605771396
1003534,8.023631895320356
3099171,8.006100570299326
3515572,8.001020737700523
1641604,7.982447792852978
3902872,7.956489280429077
4621275,7.955733371475464
3257880,7.954525732845432
3047432,7.953895121203694
2561402,7.9393190222762895
3224941,7.939199686274793
2985284,7.936255833703447
1971364,7.934374896205234
4620628,7.929084660291554
1234617,7.92278622748417
4120425,7.920166154487946
5904174,7.908044898334235
3087781,7.906407686400549
3458996,7.9043893957247136
3602609,7.900156309862375
5758417,7.8945553950125795
5746542,7.892978131307652
3562041,7.887695609679814
4700578,7.8864136119254
4867392,7.885261851100112
3662908,7.885088537458873
4489371,7.8796556353549985
3006703,7.876952364339724
3441934,7.875623487334896
3972332,7.851682093253605
5110039,7.8421133752599195
3120695,7.838778729364431
2680735,7.8384679836476385
1153443,7.8152549166745935
6009339,7.814767112567503
1828797,7.804355615525159
4673667,7.80416821766103
3687388,7.798688808173504
5439435,7.7977985418092794
1625360,7.794120106687857
1956863,7.7898974743598055
5906325,7.781578335509175
4149588,7.7771922220069865
2071385,7.773193250896925
4151482,7.765875798858683
3625326,7.762310951442588
5966132,7.762113024630658
5472164,7.745338644368291
3923887,7.738853381508365
4890352,7.736429720151347
2744760,7.7270293880894005
4078762,7.726658026184389
3820354,7.725745546287164
2499290,7.722088277876946
2823548,7.711910295617206
3793658,7.708872176495466
3731471,7.708320766140923
4182626,7.7073424505571255
5647783,7.700347149841494
3316886,7.699819769267422
1920838,7.695781027986916
2635264,7.693996829493661
5025776,7.693190372759961
4221805,7.692031407012578
2396063,7.685154688210104
1896439,7.683173760618105
4017868,7.679686046035235
3644562,7.678851981973257
3376269,7.673629407469219
4283041,7.671052815485586
3870324,7.670130057839433
1624685,7.670004296126487
4657643,7.66538081144404
4973890,7.659533646382812
3214528,7.651661290852614
1797547,7.649740945082634
3840063,7.644432672446149
3031986,7.64432794399261
5439110,7.641536074731653
5040691,7.631109501299227
3644312,7.628685954051645
4649723,7.625233121973029
3512167,7.624801465390844
2085328,7.619415324508687
5551296,7.611419860863497
5697303,7.6069151320828325
4247918,7.6046929867149915
5194954,7.604222111409726
1087571,7.598159003553267
2260076,7.5977020219219344
3609082,7.596486183104481
5655805,7.582235654184321
5952795,7.576240746424577
5141216,7.57316858237321
5326031,7.568478240253799
4334431,7.564101918415984
4871037,7.561810631506763
4269462,7.557385983142105
3511447,7.556961708703883
1610474,7.55081367277412
2494643,7.550434381005372
1504944,7.55007804549145
5590709,7.548526634487085
2482126,7.547493949258001
5853538,7.545602266650929
3097260,7.540932073462679
1814535,7.540397106701637
5945955,7.531212567880751
2967785,7.5235713120925425
1237532,7.522291635788959
1264633,7.518596532847811
3198159,7.515173884577701
2597079,7.51479571444622
5103831,7.507769031063258
2567256,7.500592763360915
4180300,7.498241910153984
2627087,7.473311042091041
3804657,7.471811330902362
2549195,7.466070935219845
5363325,7.464714574219507
5652702,7.456532570820155
1299057,7.454522390755741
2161405,7.448296297546543
4518030,7.441016459470079
1209129,7.440928697091962
2750064,7.440435900900405
5020620,7.437640380552283
4613266,7.428708879923145
4419442,7.4188927291029785
