IID,projection
1261201,5.370700269574645
3227749,5.178309595976303
3663197,5.0023501549367495
2936031,4.970871171562237
1412147,4.951338652531888
5512373,4.930847374565389
5109125,4.875165331971147
5095875,4.875141817798809
1512633,4.846077343493341
4263986,4.837208102886138
2420937,4.81537952488256
5695304,4.715951593233473
3067686,4.708527695554538
4585861,4.671005489177631
4481876,4.627036843627478
1490904,4.622897028705887
2765667,4.597588403122414
4805580,4.597006053849973
3230098,4.573993073824483
1902579,4.558948122082862
4445520,4.55634393100549
4821422,4.526539344168273
5923662,4.5243020557705655
5294311,4.484943635008418
4305292,4.4753169285539505
3972538,4.475268238376032
5181949,4.395708234581467
4427287,4.3928813001012745
5386526,4.381013763356087
1679462,4.325069986446145
3515657,4.309811989018716
2593768,4.297496114495676
3580935,4.265030011905174
3686199,4.221138069828968
5059276,4.21310525749334
1513943,4.204481392200587
1727880,4.187482363545403
5401486,4.185949008212634
4825457,4.177870260067666
1225228,4.176959408800256
2696686,4.148317785495032
3974806,4.141217131500089
2662484,4.1410613443711215
4241531,4.1217516048710925
4668099,4.121589739736641
2199233,4.114578650469291
2701360,4.1108694284162395
5042618,4.104136067640325
5783851,4.102929727287028
5062167,4.099426242830865
2291671,4.096915461419798
3394353,4.091558651028653
2395601,4.069738337807814
1221972,4.06609990973432
3137936,4.053470252847889
4967332,4.0526727300231675
4490539,4.046198183157692
4918308,4.045225404625029
2349091,4.041973921713022
4176087,4.038514553846754
1479613,4.035186623810286
3294127,4.034005702472461
2177030,4.007511163049246
3296725,4.005548919963044
2440536,3.9993215302792957
2140226,3.984831200934843
4607146,3.9638951349712452
5614720,3.9609531736175274
2101224,3.9498830151234086
3951403,3.946698013109131
4457259,3.942955343550195
3474041,3.9425034285829166
5363155,3.9338753973039986
2864172,3.92709007468721
1216360,3.926568736157729
5652702,3.925676387877702
1630258,3.9111828573199645
4257902,3.9062397166457
5143317,3.899826006655431
2554602,3.8965512151775057
3066078,3.894935295899482
2776273,3.887860190022912
4026216,3.8855924152311734
2133346,3.8850280524396057
4887587,3.884154536880721
2534735,3.8769602813746813
4218223,3.8678967850057533
5204529,3.863607550290131
2426840,3.853326326255188
1571935,3.848693876673717
1952758,3.838625626621333
4654584,3.8369733383177134
3219701,3.833184367648009
1397583,3.832239495683735
3442755,3.8310018833414525
3641538,3.8309949527288842
4462048,3.825207773147057
5617256,3.8184346824762323
1615063,3.817340931346871
1396254,3.81457047302016
5406898,3.807277042909583
1999058,3.8067205289377575
1938071,3.8017079963256464
1631697,3.800441879111688
4743548,3.796652566176952
5257591,3.793838314114494
1548253,3.786792056102453
5567199,3.778838038610146
4039557,3.7777955885222534
1522072,3.775294070824307
5038603,3.7678410014724046
3490663,3.76482546867966
2548066,3.7622888710393716
2541198,3.757929994739955
3729471,3.755845561355377
5408936,3.7534151513585785
4070482,3.7517746523270272
1134514,3.747860429386271
5820272,3.7463292534006967
5813773,3.745885843155423
1005443,3.745525683295402
4586941,3.740797175593957
2634282,3.7396434935625003
3683726,3.735443926936875
4754035,3.732316252653278
3895817,3.7268831036222614
1778126,3.725633802725439
3253353,3.7248990978513143
2830900,3.722344950234413
4192083,3.720297518892565
4854935,3.7193809296799505
4604182,3.710278613147683
2066485,3.6992499748678425
3529991,3.697471943223864
1765683,3.6928975223250085
2884165,3.689038083855685
2391008,3.677581254324227
4979726,3.6762239431313515
3946835,3.6760155689983542
2840693,3.6710782555884656
2761445,3.6689876516865496
3155806,3.665826935385895
4248901,3.664390762318669
2174778,3.6632340562990993
1935251,3.6616293574480245
1824131,3.6603096729151687
4862154,3.658651420945061
3683238,3.651078233182013
2659591,3.648577617144711
1214117,3.6474652066179334
4071811,3.643296139009965
5903232,3.6378263450734107
1174582,3.631290055944065
3163437,3.6266240703518378
2020260,3.6186665581734747
5069906,3.6127121748107016
5703102,3.605277121028801
4062427,3.6045057827115237
1598396,3.5998462065180354
