IID,projection
3590727,0.4028510317894549
2193886,0.37050699356308364
3691486,0.35858490709042395
3222738,0.34783722729586364
1903469,0.34769530358115663
5769527,0.3318536925560787
3445625,0.3258257707851289
1671899,0.3256494007882898
2089416,0.3209118187173683
4242631,0.3191851504134336
1301143,0.3189030559272779
1001942,0.31773967878189213
4997195,0.3173482232805625
2675614,0.3152234810279628
3533871,0.3150691036155337
5830305,0.3150207462456723
2977756,0.31329783784167653
2215614,0.31264293699821477
1761265,0.3109425954656932
3641469,0.31039421724045746
5808097,0.31036999494709
2286248,0.30891707218813746
2646678,0.3047233971360651
2140226,0.3025593548073734
5194954,0.3024955296925254
5645284,0.30236591670450486
5573719,0.2992002411044307
5951287,0.29789519870788506
2704660,0.29764018257307184
3699761,0.2972337849320435
5692013,0.29646555416122466
1917221,0.29269803215558116
1653983,0.2905028537078682
1915611,0.2899772026531118
3670842,0.28951125457317334
4855581,0.2893308872791462
3439052,0.2884396981113325
5681284,0.28714711820813005
3086578,0.2863477083222538
2329250,0.2862119754607255
1387051,0.2859214021960983
1379737,0.28591381948857786
3296440,0.2854406171399228
3755758,0.2844525351621755
3387390,0.2830244223612081
2479652,0.2807154470986932
3871712,0.2805903097665416
5537302,0.27998753862821013
4772363,0.278912431069213
3838207,0.27868084837483637
2153953,0.2783011024412842
4423089,0.27814698168020646
4868354,0.2777356771882887
1841299,0.27738477895035035
5066870,0.2771097511297515
1062003,0.2759829390055815
4386080,0.2754455909335871
3494279,0.2751046127640828
3947178,0.2750331880531212
5595841,0.2749856804539547
5601962,0.2738840735664738
2036361,0.2731133056153413
4291647,0.2720883244368581
5945043,0.2720157682958197
2924975,0.27148712899466176
1777026,0.27138281823685273
1545821,0.27112158888538224
5802878,0.27083449616967337
5681764,0.27032679167686074
5567199,0.2700730984558538
2296861,0.2700297171970166
1426030,0.2699958678111007
5782466,0.26882980256125216
5692347,0.26828352303271363
1924673,0.26821199986537436
5709210,0.26790252832543515
2325209,0.26758256973650923
1091648,0.26729300417509916
3285763,0.2671130970906178
4989927,0.26707638480690565
4670540,0.2670480867645219
2609627,0.2668238657836755
5614383,0.2658204487684818
2082574,0.26572273251737516
5828513,0.2650979754429751
2885595,0.26459332299082744
1851213,0.2640345059766286
5092010,0.2637696345832081
4350000,0.2637651270354446
3663461,0.2634721921441736
1960282,0.26258995476849706
1214259,0.2614560535076541
5840704,0.26110277886540156
2889936,0.2608380741655182
1554548,0.2606983468697928
3979396,0.2604378281467541
2832772,0.26042451538526595
4668201,0.2598266783393776
1127041,0.25982014887033517
5767022,0.2594479131341132
4746267,0.25920801294084284
1818497,0.2591479655758858
1789943,0.2583259022336481
3742022,0.2581957012297782
2043668,0.2581856065831479
2919907,0.25680188882470567
2470801,0.2566463954592641
2656863,0.25623771902530046
3404549,0.25560159530372756
3996152,0.25555257585635544
4153164,0.2555461348017417
1053084,0.25549985183050095
5977191,0.25545429800230207
1145812,0.2550045029189448
2410560,0.25476945335790285
1516205,0.25426529403978243
4770610,0.2535710202994498
2050189,0.2532801118706225
2870706,0.2530431197045466
4944150,0.25297674833794254
1919901,0.252886360026007
4903434,0.25278754814135634
2955246,0.252740857731068
1103577,0.2524852969280298
1760126,0.2523741115023892
3662742,0.25186133638938146
4352649,0.2513945778173625
1375495,0.25068625939905126
4471566,0.25067266009033057
3657303,0.25052905743700093
2719762,0.24986153157110363
1418013,0.2496327094566349
2013277,0.2494752182906628
4237015,0.24909150695781462
5942958,0.24836382926859915
5002922,0.24793057351160835
3730272,0.24741237699903063
3036389,0.24727306522365777
4151787,0.24725934318161708
4550950,0.24702213497938788
5383416,0.24625572112847757
2435503,0.24578710734773174
3031986,0.24569258957246667
5929178,0.2456223517529689
1467935,0.24531321608742906
3509625,0.24527835056169556
2756893,0.2449503626590354
1574654,0.24458288631405903
3146829,0.2445721376181893
3643374,0.24453194967102718
4184453,0.24437806385554414
2853377,0.24383663250072546
3019040,0.24374694204868344
4539313,0.24325840806776106
2178308,0.24315267763024445
1160949,0.24308270669728188
3802110,0.24276591944361206
5545776,0.24251177386259098
1910647,0.24237781070083989
2207793,0.2421433416139269
3810392,0.2414712088380677
5495165,0.24133679261813093
5923493,0.24117911631766692
2289346,0.2411082439531949
2219278,0.24031056535534842
3205271,0.2399499655430051
3270816,0.2398609315946555
3727531,0.23971489217536257
5210107,0.2395968236595203
5733432,0.23941967845765044
1743563,0.23908747016180454
4591688,0.2390799200783868
5176284,0.2388770567606742
3967762,0.23867058797060733
3796204,0.23839418154290826
2153465,0.2383788620036904
4703731,0.23837156905656273
5097853,0.238284290778133
2097213,0.23796820473535935
1742530,0.23785658923503164
3642305,0.2377880959877172
2218428,0.23756694914346288
5860205,0.23753015077618134
4694474,0.23752467665758778
3754366,0.23751745597008295
3368084,0.2374687337800102
2902878,0.23736945593236564
3450804,0.23725084367786037
1935251,0.23696363899497888
2455185,0.2365970591148383
3201793,0.23653806385464324
1545602,0.23614895319604157
5945154,0.23594889643325365
3283782,0.23579025467724501
3525675,0.23543365297827798
3683382,0.23525927294766433
4301537,0.2349882360522033
2206381,0.23498640481040584
3480646,0.23480701584679226
3100703,0.23443030626824735
4002634,0.23427603121876958
2367979,0.2341917915745977
4024647,0.23410255763480126
5911646,0.23407939920861953
5444174,0.23399413603272545
1756299,0.2339814799938495
1037826,0.23397870062415288
1969831,0.23393053176616668
2093076,0.23392505632357716
3552393,0.23388515975663235
2119333,0.23387944634040786
5294532,0.23374475827982416
3651784,0.23373537771694686
4072369,0.2336256869157928
5811958,0.23362478160184755
5682034,0.23328245993670754
2388207,0.23274781198654296
3359638,0.2326486225630301
