IID,projection
4298858,0.3987156025192933
2688181,0.32670004016747906
4891455,0.3253671091505965
4161447,0.32428823047057675
1537335,0.31376101800114164
1474715,0.31004989240604675
4042398,0.3078460480148012
2105952,0.3048096379968917
6024038,0.30394942076414105
3825306,0.2978799041507593
5653655,0.29626971207367664
5485484,0.2917060121345314
3029164,0.2903055034776918
3515657,0.28979692286233416
2686467,0.28837884494364896
4675604,0.2880774007750904
4187285,0.2856464602200435
4184754,0.28278399286350403
2234293,0.27952426041070827
1969098,0.2789409191902318
5681292,0.2787850874509495
3405658,0.27799302434373085
1581602,0.27789240070365
5181278,0.2776628590801405
5943150,0.27637695749216185
2731177,0.2745932970633533
3043326,0.27444126037052274
3772782,0.274049449794841
4927957,0.27368513977102943
1324232,0.2724103497357044
1334564,0.2720372087067047
5271819,0.27105459295163226
4354328,0.27030321739835844
3481072,0.26970783486266614
3070415,0.2695325575482539
5501204,0.2693193150051289
3545714,0.2688254660500502
4018485,0.2685493460184486
2166928,0.2684361125615015
3325297,0.2679722756139525
6009512,0.26788963704741575
2940945,0.2670913099002071
1757326,0.26633611828784104
2680450,0.2661178850507876
5863865,0.2659200913263714
2535306,0.26576141147335647
1488307,0.2650710799973709
5347077,0.2647904507717531
4923738,0.26473869536675015
2115605,0.2645998112509709
2109752,0.264094487666716
2716937,0.2638096706931999
1801899,0.26379015723263277
1127273,0.26119219231723245
2681017,0.2610820568145405
1044141,0.26094696536652057
5763052,0.26083181266397565
3767980,0.259776826050843
5069114,0.25947349684678106
1173944,0.2593373263610393
4285091,0.25921525367421244
2541996,0.2588470322388585
5046525,0.2578953727698432
4762097,0.257603058277162
1124137,0.2575981900592116
5582490,0.25751668709659764
1875959,0.2569502288905337
1525994,0.2566381808477813
1027034,0.25620198009642076
1628476,0.25613969939428644
2516608,0.25593564125772367
2402091,0.25490373400033944
4288281,0.2547452656029955
4108602,0.2545725250840313
5467652,0.2538878516570316
3873614,0.2535009350625322
1359320,0.2530130028763879
1923636,0.25288292976687726
2953155,0.2527345990913093
4041338,0.25218847746396267
5652178,0.2521503726301414
3018985,0.25173075283456003
1741743,0.25172951638901075
5117456,0.25166853080247614
5687417,0.2515021137797294
3830410,0.25138012373038565
5107561,0.25137494426549023
2906203,0.25125260603963845
1506160,0.25123376473512427
1676079,0.2509931952817229
4168071,0.2504008544083079
3779645,0.2502192174374104
3764515,0.2502039609129528
3752789,0.2501246746080068
2782665,0.2496650398773173
3737120,0.24949573770594297
2564641,0.2494391941832316
2400542,0.24938589308748252
4526825,0.24907408527852418
1290249,0.24883478778207163
3352425,0.24863503582882351
3683726,0.24854048308596585
3658091,0.24849738366668314
1376080,0.24847535480496521
2458539,0.24844399898049144
2538087,0.24825537070070797
2300061,0.2480365536521498
4548220,0.24794685551725693
1337383,0.2478671393500589
3556475,0.24707277026436228
3241157,0.246866418170295
2555355,0.24684676542232067
2267091,0.2467363508343965
3462364,0.2467250449494293
5810476,0.2462553507085733
5957450,0.246194942290084
4614941,0.2460499836499571
3383630,0.2458889846824497
1708564,0.2458073412113167
4156859,0.24565111232540518
5913106,0.24561108641445123
3901868,0.2455678581494006
4691242,0.24535304228302737
5082690,0.24521660798041206
4562932,0.24510345607668813
2705632,0.24489884777091583
5176284,0.2448554880801314
5651392,0.24477352589039741
2631447,0.2446227865564005
5104799,0.24455390468345972
4413536,0.24363823726111014
4601319,0.24334068282099763
5664679,0.24329786352790733
4054953,0.24313726653502624
4198405,0.24266468212570708
2080108,0.24257583002232436
5414092,0.24222821064923705
1118936,0.24187783859914722
2177030,0.24158587977183313
4417422,0.24111521475998646
1318231,0.24061391199526092
3676583,0.2406125804013755
3160471,0.239950483045168
2967467,0.2397646462529819
3030570,0.2393548095574889
1765683,0.23929887508205766
2287294,0.23922580740818397
3089549,0.23883585207716204
2877958,0.23874336920248582
2771646,0.2384708698556598
1513943,0.2384578191167979
4471891,0.2383031644808619
5088625,0.23829939082478852
2367512,0.2380619170456825
5246646,0.23793261027607854
2941886,0.23755326604564556
4447249,0.2375011934106507
5831957,0.2373616664096618
2037540,0.23724367328861207
5376536,0.2370383375880502
1183696,0.23677039178698497
4235194,0.23642157868906313
3453435,0.23641505901758222
5652702,0.23598271716742553
1312843,0.23498362094852676
4224622,0.23494497757075478
5634036,0.23482531622816746
2269549,0.23476084159580482
5799938,0.2346033431498494
3905166,0.23444080626004213
5017382,0.234350297322629
2551222,0.2343162992416522
4671305,0.23426803039112634
2018308,0.23414595019812262
1631468,0.233272346616542
2584010,0.23320439373344734
3163437,0.23299743984581778
5759289,0.2329804586778665
2875357,0.2327818762278023
1943766,0.23053249179411142
1876102,0.23012164518627298
4075071,0.22982398232354043
1724085,0.22972580588871203
1902177,0.22932514510513471
2324573,0.22921280000329086
3131181,0.22898766175726143
2157226,0.22878219698406058
3295421,0.22871412830356044
1916799,0.22863898253769496
2711077,0.22863304295408166
4615962,0.2285986452051057
4442638,0.22779215479205736
5124419,0.22775967095210548
2212029,0.227653650969314
1096682,0.22755651551812256
5531272,0.22746211643515907
3003002,0.2273324184360438
3511371,0.22717448645207158
1425591,0.22717045566284577
3616238,0.226903195498018
4032980,0.22686345756534326
2453243,0.22667602314526186
2976888,0.22654317716900724
3381407,0.22640710517720275
1783430,0.2261438757978873
2987923,0.22611394453447375
4912656,0.22602591779001605
1269667,0.22583405004140059
4152197,0.2258205644841199
5426691,0.22580554800731711
2123006,0.22573570198509763
1977287,0.22573157063860544
5367695,0.2254829080253291
2368354,0.2253854353117725
2292566,0.22533066360361537
5623262,0.22520513156156718
2080557,0.22483528954492715
1946876,0.2245756685209564
5173232,0.2245132255347991
4185872,0.22436930107043837
2259996,0.22407740251821792
3313874,0.2239905828329853
1016339,0.2239132503628078
2069706,0.22369505462891487
5380287,0.22331281944485978
5666240,0.22326203611865458
4302499,0.2232091124955523
2304161,0.22316707579587958
4154493,0.2231248168184345
4503904,0.22310021718057743
5223724,0.22306131977889465
1990320,0.2230151858411973
5410192,0.2230122279055305
5313214,0.2230019051835901
3616099,0.2225928363741085
1212229,0.22254762456096855
